Location,Month,Year,Model,Actual,Predicted
PhilipsManolo,Jun,1980,LSTM,341.9,375.902587890625
PhilipsManolo,Jun,1980,GRU,341.9,359.00543212890625
PhilipsManolo,Jun,1980,LSTM-GRU,341.9,366.3224792480469
PhilipsManolo,Jun,1980,BiLSTM,341.9,375.8376770019531
PhilipsManolo,Jun,1980,Transformer,341.9,347.5440368652344
PhilipsManolo,Jun,1981,ARIMA,197.2,
PhilipsManolo,Jun,1981,LSTM,197.2,358.52490234375
PhilipsManolo,Jun,1981,GRU,197.2,352.7513122558594
PhilipsManolo,Jun,1981,LSTM-GRU,197.2,355.93658447265625
PhilipsManolo,Jun,1981,BiLSTM,197.2,355.8815002441406
PhilipsManolo,Jun,1981,Transformer,197.2,347.5440368652344
PhilipsManolo,Jul,1956,ARIMA,333.7,282.6650648973675
PhilipsManolo,Jul,1956,LSTM,333.7,
PhilipsManolo,Jul,1956,GRU,333.7,
PhilipsManolo,Jul,1956,LSTM-GRU,333.7,
PhilipsManolo,Jul,1956,BiLSTM,333.7,
PhilipsManolo,Jul,1956,Transformer,333.7,
PhilipsManolo,Jul,1957,ARIMA,263.4,331.3353585174662
PhilipsManolo,Jul,1957,LSTM,263.4,
PhilipsManolo,Jul,1957,GRU,263.4,
PhilipsManolo,Jul,1957,LSTM-GRU,263.4,
PhilipsManolo,Jul,1957,BiLSTM,263.4,
PhilipsManolo,Jul,1957,Transformer,263.4,
PhilipsManolo,Jul,1958,ARIMA,345.5,0.0
PhilipsManolo,Jul,1958,LSTM,345.5,
PhilipsManolo,Jul,1958,GRU,345.5,
PhilipsManolo,Jul,1958,LSTM-GRU,345.5,
PhilipsManolo,Jul,1958,BiLSTM,345.5,
PhilipsManolo,Jul,1958,Transformer,345.5,
PhilipsManolo,Jul,1979,ARIMA,174.8,
PhilipsManolo,Jul,1979,LSTM,174.8,307.5075988769531
PhilipsManolo,Jul,1979,GRU,174.8,307.9576110839844
PhilipsManolo,Jul,1979,LSTM-GRU,174.8,304.88671875
PhilipsManolo,Jul,1979,BiLSTM,174.8,306.0230712890625
PhilipsManolo,Jul,1979,Transformer,174.8,286.7571105957031
PhilipsManolo,Jul,1980,ARIMA,321.8,
PhilipsManolo,Jul,1980,LSTM,321.8,303.18121337890625
PhilipsManolo,Jul,1980,GRU,321.8,303.96746826171875
PhilipsManolo,Jul,1980,LSTM-GRU,321.8,302.37139892578125
PhilipsManolo,Jul,1980,BiLSTM,321.8,302.1099548339844
PhilipsManolo,Jul,1980,Transformer,321.8,286.7571105957031
PhilipsManolo,Jul,1981,ARIMA,406.1,
PhilipsManolo,Jul,1981,LSTM,406.1,297.0133361816406
PhilipsManolo,Jul,1981,GRU,406.1,300.3720703125
PhilipsManolo,Jul,1981,LSTM-GRU,406.1,298.48089599609375
PhilipsManolo,Jul,1981,BiLSTM,406.1,300.0491027832031
PhilipsManolo,Jul,1981,Transformer,406.1,286.7571105957031
PhilipsManolo,Aug,1956,ARIMA,379.2,382.66104350616564
PhilipsManolo,Aug,1956,LSTM,379.2,
PhilipsManolo,Aug,1956,GRU,379.2,
PhilipsManolo,Aug,1956,LSTM-GRU,379.2,
PhilipsManolo,Aug,1956,BiLSTM,379.2,
PhilipsManolo,Aug,1956,Transformer,379.2,
PhilipsManolo,Aug,1957,ARIMA,390.7,374.72639666155413
PhilipsManolo,Aug,1957,LSTM,390.7,
PhilipsManolo,Aug,1957,GRU,390.7,
PhilipsManolo,Aug,1957,LSTM-GRU,390.7,
PhilipsManolo,Aug,1957,BiLSTM,390.7,
PhilipsManolo,Aug,1957,Transformer,390.7,
PhilipsManolo,Aug,1958,ARIMA,292.9,0.0
PhilipsManolo,Aug,1958,LSTM,292.9,
PhilipsManolo,Aug,1958,GRU,292.9,
PhilipsManolo,Aug,1958,LSTM-GRU,292.9,
PhilipsManolo,Aug,1958,BiLSTM,292.9,
PhilipsManolo,Aug,1958,Transformer,292.9,
PhilipsManolo,Aug,1979,ARIMA,201.4,
PhilipsManolo,Aug,1979,LSTM,201.4,283.3910217285156
PhilipsManolo,Aug,1979,GRU,201.4,294.37567138671875
PhilipsManolo,Aug,1979,LSTM-GRU,201.4,290.8193054199219
PhilipsManolo,Aug,1979,BiLSTM,201.4,285.0289611816406
PhilipsManolo,Aug,1979,Transformer,201.4,295.6808776855469
PhilipsManolo,Aug,1980,ARIMA,397.5,
PhilipsManolo,Aug,1980,LSTM,397.5,285.9355773925781
PhilipsManolo,Aug,1980,GRU,397.5,298.238037109375
PhilipsManolo,Aug,1980,LSTM-GRU,397.5,293.38836669921875
PhilipsManolo,Aug,1980,BiLSTM,397.5,287.369873046875
PhilipsManolo,Aug,1980,Transformer,397.5,295.6808776855469
PhilipsManolo,Aug,1981,ARIMA,92.2,
PhilipsManolo,Aug,1981,LSTM,92.2,298.27874755859375
PhilipsManolo,Aug,1981,GRU,92.2,302.6451110839844
PhilipsManolo,Aug,1981,LSTM-GRU,92.2,302.2402648925781
PhilipsManolo,Aug,1981,BiLSTM,92.2,298.3085021972656
PhilipsManolo,Aug,1981,Transformer,92.2,295.6808776855469
PhilipsManolo,Sep,1956,ARIMA,292.2,301.9927984473573
PhilipsManolo,Sep,1956,LSTM,292.2,
PhilipsManolo,Sep,1956,GRU,292.2,
PhilipsManolo,Sep,1956,LSTM-GRU,292.2,
PhilipsManolo,Sep,1956,BiLSTM,292.2,
PhilipsManolo,Sep,1956,Transformer,292.2,
PhilipsManolo,Sep,1957,ARIMA,315.7,288.75430297690014
PhilipsManolo,Sep,1957,LSTM,315.7,
PhilipsManolo,Sep,1957,GRU,315.7,
PhilipsManolo,Sep,1957,LSTM-GRU,315.7,
PhilipsManolo,Sep,1957,BiLSTM,315.7,
PhilipsManolo,Sep,1957,Transformer,315.7,
PhilipsManolo,Sep,1958,ARIMA,221.3,0.0
PhilipsManolo,Sep,1958,LSTM,221.3,
PhilipsManolo,Sep,1958,GRU,221.3,
PhilipsManolo,Sep,1958,LSTM-GRU,221.3,
PhilipsManolo,Sep,1958,BiLSTM,221.3,
PhilipsManolo,Sep,1958,Transformer,221.3,
PhilipsManolo,Sep,1979,ARIMA,253.5,
PhilipsManolo,Sep,1979,LSTM,253.5,263.6584167480469
PhilipsManolo,Sep,1979,GRU,253.5,266.8006286621094
PhilipsManolo,Sep,1979,LSTM-GRU,253.5,283.3599548339844
PhilipsManolo,Sep,1979,BiLSTM,253.5,262.51092529296875
PhilipsManolo,Sep,1979,Transformer,253.5,282.27880859375
PhilipsManolo,Sep,1980,ARIMA,304.4,
PhilipsManolo,Sep,1980,LSTM,304.4,261.28765869140625
PhilipsManolo,Sep,1980,GRU,304.4,272.09100341796875
PhilipsManolo,Sep,1980,LSTM-GRU,304.4,280.9349060058594
PhilipsManolo,Sep,1980,BiLSTM,304.4,261.6018371582031
PhilipsManolo,Sep,1980,Transformer,304.4,282.27880859375
PhilipsManolo,Sep,1981,ARIMA,284.5,
PhilipsManolo,Sep,1981,LSTM,284.5,249.08331298828125
PhilipsManolo,Sep,1981,GRU,284.5,274.05010986328125
PhilipsManolo,Sep,1981,LSTM-GRU,284.5,273.69305419921875
PhilipsManolo,Sep,1981,BiLSTM,284.5,255.51446533203125
PhilipsManolo,Sep,1981,Transformer,284.5,282.27880859375
PhilipsManolo,Oct,1956,ARIMA,643.8,383.2672898467492
PhilipsManolo,Oct,1956,LSTM,643.8,
PhilipsManolo,Oct,1956,GRU,643.8,
PhilipsManolo,Oct,1956,LSTM-GRU,643.8,
PhilipsManolo,Oct,1956,BiLSTM,643.8,
PhilipsManolo,Oct,1956,Transformer,643.8,
PhilipsManolo,Oct,1957,ARIMA,117.5,632.3579040311263
PhilipsManolo,Oct,1957,LSTM,117.5,
PhilipsManolo,Oct,1957,GRU,117.5,
PhilipsManolo,Oct,1957,LSTM-GRU,117.5,
PhilipsManolo,Oct,1957,BiLSTM,117.5,
PhilipsManolo,Oct,1957,Transformer,117.5,
PhilipsManolo,Oct,1958,ARIMA,160.5,0.0
PhilipsManolo,Oct,1958,LSTM,160.5,
PhilipsManolo,Oct,1958,GRU,160.5,
PhilipsManolo,Oct,1958,LSTM-GRU,160.5,
PhilipsManolo,Oct,1958,BiLSTM,160.5,
PhilipsManolo,Oct,1958,Transformer,160.5,
PhilipsManolo,Oct,1979,ARIMA,205.5,
PhilipsManolo,Oct,1979,LSTM,205.5,236.07643127441406
PhilipsManolo,Oct,1979,GRU,205.5,226.339111328125
PhilipsManolo,Oct,1979,LSTM-GRU,205.5,229.29428100585938
PhilipsManolo,Oct,1979,BiLSTM,205.5,234.78150939941406
PhilipsManolo,Oct,1979,Transformer,205.5,209.3402099609375
PhilipsManolo,Oct,1980,ARIMA,447.0,
PhilipsManolo,Oct,1980,LSTM,447.0,226.312255859375
PhilipsManolo,Oct,1980,GRU,447.0,220.8474578857422
PhilipsManolo,Oct,1980,LSTM-GRU,447.0,222.92347717285156
PhilipsManolo,Oct,1980,BiLSTM,447.0,224.84860229492188
PhilipsManolo,Oct,1980,Transformer,447.0,209.3402099609375
PhilipsManolo,Oct,1981,ARIMA,229.5,
PhilipsManolo,Oct,1981,LSTM,229.5,221.0363311767578
PhilipsManolo,Oct,1981,GRU,229.5,218.2879180908203
PhilipsManolo,Oct,1981,LSTM-GRU,229.5,219.04246520996094
PhilipsManolo,Oct,1981,BiLSTM,229.5,217.93251037597656
PhilipsManolo,Oct,1981,Transformer,229.5,209.3402099609375
PhilipsManolo,Nov,1956,ARIMA,120.0,138.62339626258304
PhilipsManolo,Nov,1956,LSTM,120.0,
PhilipsManolo,Nov,1956,GRU,120.0,
PhilipsManolo,Nov,1956,LSTM-GRU,120.0,
PhilipsManolo,Nov,1956,BiLSTM,120.0,
PhilipsManolo,Nov,1956,Transformer,120.0,
PhilipsManolo,Nov,1957,ARIMA,184.8,117.80406382414286
PhilipsManolo,Nov,1957,LSTM,184.8,
PhilipsManolo,Nov,1957,GRU,184.8,
PhilipsManolo,Nov,1957,LSTM-GRU,184.8,
PhilipsManolo,Nov,1957,BiLSTM,184.8,
PhilipsManolo,Nov,1957,Transformer,184.8,
PhilipsManolo,Nov,1958,ARIMA,435.8,0.0
PhilipsManolo,Nov,1958,LSTM,435.8,
PhilipsManolo,Nov,1958,GRU,435.8,
PhilipsManolo,Nov,1958,LSTM-GRU,435.8,
PhilipsManolo,Nov,1958,BiLSTM,435.8,
PhilipsManolo,Nov,1958,Transformer,435.8,
PhilipsManolo,Nov,1979,ARIMA,122.5,
PhilipsManolo,Nov,1979,LSTM,122.5,191.50332641601562
PhilipsManolo,Nov,1979,GRU,122.5,198.54751586914062
PhilipsManolo,Nov,1979,LSTM-GRU,122.5,193.1245880126953
PhilipsManolo,Nov,1979,BiLSTM,122.5,194.70156860351562
PhilipsManolo,Nov,1979,Transformer,122.5,172.1226348876953
PhilipsManolo,Nov,1980,ARIMA,108.5,
PhilipsManolo,Nov,1980,LSTM,108.5,199.72665405273438
PhilipsManolo,Nov,1980,GRU,108.5,198.514892578125
PhilipsManolo,Nov,1980,LSTM-GRU,108.5,197.33847045898438
PhilipsManolo,Nov,1980,BiLSTM,108.5,199.48211669921875
PhilipsManolo,Nov,1980,Transformer,108.5,172.1226348876953
PhilipsManolo,Nov,1981,ARIMA,185.5,
PhilipsManolo,Nov,1981,LSTM,185.5,200.9619903564453
PhilipsManolo,Nov,1981,GRU,185.5,197.17027282714844
PhilipsManolo,Nov,1981,LSTM-GRU,185.5,197.7782440185547
PhilipsManolo,Nov,1981,BiLSTM,185.5,197.7098846435547
PhilipsManolo,Nov,1981,Transformer,185.5,172.1226348876953
PhilipsManolo,Dec,1956,ARIMA,129.3,107.23836764372209
PhilipsManolo,Dec,1956,LSTM,129.3,
PhilipsManolo,Dec,1956,GRU,129.3,
PhilipsManolo,Dec,1956,LSTM-GRU,129.3,
PhilipsManolo,Dec,1956,BiLSTM,129.3,
PhilipsManolo,Dec,1956,Transformer,129.3,
PhilipsManolo,Dec,1957,ARIMA,40.9,128.7193171983112
PhilipsManolo,Dec,1957,LSTM,40.9,
PhilipsManolo,Dec,1957,GRU,40.9,
PhilipsManolo,Dec,1957,LSTM-GRU,40.9,
PhilipsManolo,Dec,1957,BiLSTM,40.9,
PhilipsManolo,Dec,1957,Transformer,40.9,
PhilipsManolo,Dec,1958,ARIMA,124.8,0.0
PhilipsManolo,Dec,1958,LSTM,124.8,
PhilipsManolo,Dec,1958,GRU,124.8,
PhilipsManolo,Dec,1958,LSTM-GRU,124.8,
PhilipsManolo,Dec,1958,BiLSTM,124.8,
PhilipsManolo,Dec,1958,Transformer,124.8,
PhilipsManolo,Dec,1979,ARIMA,130.0,
PhilipsManolo,Dec,1979,LSTM,130.0,123.28321075439453
PhilipsManolo,Dec,1979,GRU,130.0,121.4688491821289
PhilipsManolo,Dec,1979,LSTM-GRU,130.0,127.22381591796875
PhilipsManolo,Dec,1979,BiLSTM,130.0,122.6345443725586
PhilipsManolo,Dec,1979,Transformer,130.0,110.77229309082031
PhilipsManolo,Dec,1980,ARIMA,182.1,
PhilipsManolo,Dec,1980,LSTM,182.1,120.65459442138672
PhilipsManolo,Dec,1980,GRU,182.1,123.35517120361328
PhilipsManolo,Dec,1980,LSTM-GRU,182.1,124.91519927978516
PhilipsManolo,Dec,1980,BiLSTM,182.1,122.19927215576172
PhilipsManolo,Dec,1980,Transformer,182.1,110.77229309082031
PhilipsManolo,Dec,1981,ARIMA,129.3,
PhilipsManolo,Dec,1981,LSTM,129.3,120.4386978149414
PhilipsManolo,Dec,1981,GRU,129.3,124.38595581054688
PhilipsManolo,Dec,1981,LSTM-GRU,129.3,124.79949951171875
PhilipsManolo,Dec,1981,BiLSTM,129.3,122.49671173095703
PhilipsManolo,Dec,1981,Transformer,129.3,110.77229309082031
Sasa,Jan,1952,ARIMA,33.9,116.69678652607173
Sasa,Jan,1952,LSTM,33.9,
Sasa,Jan,1952,GRU,33.9,
Sasa,Jan,1952,LSTM-GRU,33.9,
Sasa,Jan,1952,BiLSTM,33.9,
Sasa,Jan,1952,Transformer,33.9,
Sasa,Jan,1953,ARIMA,211.2,33.65109902067602
Sasa,Jan,1953,LSTM,211.2,
Sasa,Jan,1953,GRU,211.2,
Sasa,Jan,1953,LSTM-GRU,211.2,
Sasa,Jan,1953,BiLSTM,211.2,
Sasa,Jan,1953,Transformer,211.2,
Sasa,Jan,1954,ARIMA,19.2,0.0
Sasa,Jan,1954,LSTM,19.2,
Sasa,Jan,1954,GRU,19.2,
Sasa,Jan,1954,LSTM-GRU,19.2,
Sasa,Jan,1954,BiLSTM,19.2,
Sasa,Jan,1954,Transformer,19.2,
Sasa,Jan,2011,ARIMA,231.8,
Sasa,Jan,2011,LSTM,231.8,142.50071716308594
Sasa,Jan,2011,GRU,231.8,135.287109375
Sasa,Jan,2011,LSTM-GRU,231.8,137.0318145751953
Sasa,Jan,2011,BiLSTM,231.8,137.90576171875
Sasa,Jan,2011,Transformer,231.8,117.54315185546875
Sasa,Jan,2012,ARIMA,130.7,
Sasa,Jan,2012,LSTM,130.7,139.3597412109375
Sasa,Jan,2012,GRU,130.7,132.29513549804688
Sasa,Jan,2012,LSTM-GRU,130.7,135.79409790039062
Sasa,Jan,2012,BiLSTM,130.7,136.31097412109375
Sasa,Jan,2012,Transformer,130.7,117.54315185546875
Sasa,Jan,2013,ARIMA,430.5,
Sasa,Jan,2013,LSTM,430.5,137.55516052246094
Sasa,Jan,2013,GRU,430.5,130.3790283203125
Sasa,Jan,2013,LSTM-GRU,430.5,135.08514404296875
Sasa,Jan,2013,BiLSTM,430.5,132.51116943359375
Sasa,Jan,2013,Transformer,430.5,117.54315185546875
Sasa,Feb,1952,ARIMA,70.6,70.94117449943627
Sasa,Feb,1952,LSTM,70.6,
Sasa,Feb,1952,GRU,70.6,
Sasa,Feb,1952,LSTM-GRU,70.6,
Sasa,Feb,1952,BiLSTM,70.6,
Sasa,Feb,1952,Transformer,70.6,
Sasa,Feb,1953,ARIMA,71.6,70.288502901993
Sasa,Feb,1953,LSTM,71.6,
Sasa,Feb,1953,GRU,71.6,
Sasa,Feb,1953,LSTM-GRU,71.6,
Sasa,Feb,1953,BiLSTM,71.6,
Sasa,Feb,1953,Transformer,71.6,
Sasa,Feb,1954,ARIMA,114.8,0.0
Sasa,Feb,1954,LSTM,114.8,
Sasa,Feb,1954,GRU,114.8,
Sasa,Feb,1954,LSTM-GRU,114.8,
Sasa,Feb,1954,BiLSTM,114.8,
Sasa,Feb,1954,Transformer,114.8,
Sasa,Feb,2011,ARIMA,144.9,
Sasa,Feb,2011,LSTM,144.9,120.596435546875
Sasa,Feb,2011,GRU,144.9,123.37281799316406
Sasa,Feb,2011,LSTM-GRU,144.9,116.2302017211914
Sasa,Feb,2011,BiLSTM,144.9,116.97538757324219
Sasa,Feb,2011,Transformer,144.9,104.29488372802734
Sasa,Feb,2012,ARIMA,204.4,
Sasa,Feb,2012,LSTM,204.4,115.72319030761719
Sasa,Feb,2012,GRU,204.4,114.97459411621094
Sasa,Feb,2012,LSTM-GRU,204.4,112.5771484375
Sasa,Feb,2012,BiLSTM,204.4,113.45928192138672
Sasa,Feb,2012,Transformer,204.4,104.29488372802734
Sasa,Feb,2013,ARIMA,212.0,
Sasa,Feb,2013,LSTM,212.0,115.35182189941406
Sasa,Feb,2013,GRU,212.0,113.12799072265625
Sasa,Feb,2013,LSTM-GRU,212.0,111.94441986083984
Sasa,Feb,2013,BiLSTM,212.0,113.47142791748047
Sasa,Feb,2013,Transformer,212.0,104.29488372802734
Sasa,Mar,1952,ARIMA,20.1,22.310249641562404
Sasa,Mar,1952,LSTM,20.1,
Sasa,Mar,1952,GRU,20.1,
Sasa,Mar,1952,LSTM-GRU,20.1,
Sasa,Mar,1952,BiLSTM,20.1,
Sasa,Mar,1952,Transformer,20.1,
Sasa,Mar,1953,ARIMA,24.7,19.98960287271583
Sasa,Mar,1953,LSTM,24.7,
Sasa,Mar,1953,GRU,24.7,
Sasa,Mar,1953,LSTM-GRU,24.7,
Sasa,Mar,1953,BiLSTM,24.7,
Sasa,Mar,1953,Transformer,24.7,
Sasa,Mar,1954,ARIMA,129.8,0.0
Sasa,Mar,1954,LSTM,129.8,
Sasa,Mar,1954,GRU,129.8,
Sasa,Mar,1954,LSTM-GRU,129.8,
Sasa,Mar,1954,BiLSTM,129.8,
Sasa,Mar,1954,Transformer,129.8,
Sasa,Mar,2011,ARIMA,97.2,
Sasa,Mar,2011,LSTM,97.2,109.55321502685547
Sasa,Mar,2011,GRU,97.2,100.65113830566406
Sasa,Mar,2011,LSTM-GRU,97.2,106.72869873046875
Sasa,Mar,2011,BiLSTM,97.2,110.1085433959961
Sasa,Mar,2011,Transformer,97.2,93.48487091064453
Sasa,Mar,2012,ARIMA,154.4,
Sasa,Mar,2012,LSTM,154.4,103.01856994628906
Sasa,Mar,2012,GRU,154.4,97.81209564208984
Sasa,Mar,2012,LSTM-GRU,154.4,101.7227783203125
Sasa,Mar,2012,BiLSTM,154.4,102.60879516601562
Sasa,Mar,2012,Transformer,154.4,93.48487091064453
Sasa,Mar,2013,ARIMA,60.0,
Sasa,Mar,2013,LSTM,60.0,103.8555679321289
Sasa,Mar,2013,GRU,60.0,97.19316864013672
Sasa,Mar,2013,LSTM-GRU,60.0,102.28485107421875
Sasa,Mar,2013,BiLSTM,60.0,107.71964263916016
Sasa,Mar,2013,Transformer,60.0,93.48487091064453
Sasa,Apr,1952,ARIMA,167.0,128.5459134322511
Sasa,Apr,1952,LSTM,167.0,
Sasa,Apr,1952,GRU,167.0,
Sasa,Apr,1952,LSTM-GRU,167.0,
Sasa,Apr,1952,BiLSTM,167.0,
Sasa,Apr,1952,Transformer,167.0,
Sasa,Apr,1953,ARIMA,105.6,166.2780365317158
Sasa,Apr,1953,LSTM,105.6,
Sasa,Apr,1953,GRU,105.6,
Sasa,Apr,1953,LSTM-GRU,105.6,
Sasa,Apr,1953,BiLSTM,105.6,
Sasa,Apr,1953,Transformer,105.6,
Sasa,Apr,1954,ARIMA,131.8,0.0
Sasa,Apr,1954,LSTM,131.8,
Sasa,Apr,1954,GRU,131.8,
Sasa,Apr,1954,LSTM-GRU,131.8,
Sasa,Apr,1954,BiLSTM,131.8,
Sasa,Apr,1954,Transformer,131.8,
Sasa,Apr,2011,ARIMA,225.7,
Sasa,Apr,2011,LSTM,225.7,130.25482177734375
Sasa,Apr,2011,GRU,225.7,133.38197326660156
Sasa,Apr,2011,LSTM-GRU,225.7,133.20852661132812
Sasa,Apr,2011,BiLSTM,225.7,135.1285400390625
Sasa,Apr,2011,Transformer,225.7,124.5971450805664
Sasa,Apr,2012,ARIMA,125.0,
Sasa,Apr,2012,LSTM,125.0,131.64382934570312
Sasa,Apr,2012,GRU,125.0,132.8186492919922
Sasa,Apr,2012,LSTM-GRU,125.0,133.82427978515625
Sasa,Apr,2012,BiLSTM,125.0,135.0921630859375
Sasa,Apr,2012,Transformer,125.0,124.5971450805664
Sasa,Apr,2013,ARIMA,124.1,
Sasa,Apr,2013,LSTM,124.1,132.51217651367188
Sasa,Apr,2013,GRU,124.1,132.25047302246094
Sasa,Apr,2013,LSTM-GRU,124.1,134.21963500976562
Sasa,Apr,2013,BiLSTM,124.1,134.5053253173828
Sasa,Apr,2013,Transformer,124.1,124.5971450805664
Sasa,May,1952,ARIMA,154.7,250.0616973016065
Sasa,May,1952,LSTM,154.7,
Sasa,May,1952,GRU,154.7,
Sasa,May,1952,LSTM-GRU,154.7,
Sasa,May,1952,BiLSTM,154.7,
Sasa,May,1952,Transformer,154.7,
Sasa,May,1953,ARIMA,305.0,154.11628685024164
Sasa,May,1953,LSTM,305.0,
Sasa,May,1953,GRU,305.0,
Sasa,May,1953,LSTM-GRU,305.0,
Sasa,May,1953,BiLSTM,305.0,
Sasa,May,1953,Transformer,305.0,
Sasa,May,1954,ARIMA,180.1,0.0
Sasa,May,1954,LSTM,180.1,
Sasa,May,1954,GRU,180.1,
Sasa,May,1954,LSTM-GRU,180.1,
Sasa,May,1954,BiLSTM,180.1,
Sasa,May,1954,Transformer,180.1,
Sasa,May,2011,ARIMA,175.9,
Sasa,May,2011,LSTM,175.9,173.32302856445312
Sasa,May,2011,GRU,175.9,161.89183044433594
Sasa,May,2011,LSTM-GRU,175.9,178.4746856689453
Sasa,May,2011,BiLSTM,175.9,168.22084045410156
Sasa,May,2011,Transformer,175.9,172.39988708496094
Sasa,May,2012,ARIMA,155.7,
Sasa,May,2012,LSTM,155.7,173.44667053222656
Sasa,May,2012,GRU,155.7,176.64785766601562
Sasa,May,2012,LSTM-GRU,155.7,177.66390991210938
Sasa,May,2012,BiLSTM,155.7,169.5601348876953
Sasa,May,2012,Transformer,155.7,172.39988708496094
Sasa,May,2013,ARIMA,60.0,
Sasa,May,2013,LSTM,60.0,172.7610626220703
Sasa,May,2013,GRU,60.0,183.45042419433594
Sasa,May,2013,LSTM-GRU,60.0,177.62051391601562
Sasa,May,2013,BiLSTM,60.0,171.8501434326172
Sasa,May,2013,Transformer,60.0,172.39988708496094
Sasa,Jun,1952,ARIMA,192.5,217.281979002056
Sasa,Jun,1952,LSTM,192.5,
Sasa,Jun,1952,GRU,192.5,
Sasa,Jun,1952,LSTM-GRU,192.5,
Sasa,Jun,1952,BiLSTM,192.5,
Sasa,Jun,1952,Transformer,192.5,
Sasa,Jun,1953,ARIMA,252.2,190.7308960485529
Sasa,Jun,1953,LSTM,252.2,
Sasa,Jun,1953,GRU,252.2,
Sasa,Jun,1953,LSTM-GRU,252.2,
Sasa,Jun,1953,BiLSTM,252.2,
Sasa,Jun,1953,Transformer,252.2,
Sasa,Jun,1954,ARIMA,183.7,0.0
Sasa,Jun,1954,LSTM,183.7,
Sasa,Jun,1954,GRU,183.7,
Sasa,Jun,1954,LSTM-GRU,183.7,
Sasa,Jun,1954,BiLSTM,183.7,
Sasa,Jun,1954,Transformer,183.7,
Sasa,Jun,2011,ARIMA,243.2,
Sasa,Jun,2011,LSTM,243.2,201.00442504882812
Sasa,Jun,2011,GRU,243.2,209.31056213378906
Sasa,Jun,2011,LSTM-GRU,243.2,196.26385498046875
Sasa,Jun,2011,BiLSTM,243.2,205.66152954101562
Sasa,Jun,2011,Transformer,243.2,175.47799682617188
Sasa,Jun,2012,ARIMA,172.4,
Sasa,Jun,2012,LSTM,172.4,194.6912384033203
Sasa,Jun,2012,GRU,172.4,193.5782470703125
Sasa,Jun,2012,LSTM-GRU,172.4,192.4093475341797
Sasa,Jun,2012,BiLSTM,172.4,200.1895294189453
Sasa,Jun,2012,Transformer,172.4,175.47799682617188
Sasa,Jun,2013,ARIMA,186.4,
Sasa,Jun,2013,LSTM,186.4,195.42837524414062
Sasa,Jun,2013,GRU,186.4,192.61524963378906
Sasa,Jun,2013,LSTM-GRU,186.4,192.32176208496094
Sasa,Jun,2013,BiLSTM,186.4,200.27723693847656
Sasa,Jun,2013,Transformer,186.4,175.47799682617188
Sasa,Jul,1952,ARIMA,151.3,216.49540778228538
Sasa,Jul,1952,LSTM,151.3,
Sasa,Jul,1952,GRU,151.3,
Sasa,Jul,1952,LSTM-GRU,151.3,
Sasa,Jul,1952,BiLSTM,151.3,
Sasa,Jul,1952,Transformer,151.3,
Sasa,Jul,1953,ARIMA,281.5,150.40472113892454
Sasa,Jul,1953,LSTM,281.5,
Sasa,Jul,1953,GRU,281.5,
Sasa,Jul,1953,LSTM-GRU,281.5,
Sasa,Jul,1953,BiLSTM,281.5,
Sasa,Jul,1953,Transformer,281.5,
Sasa,Jul,1954,ARIMA,375.2,0.0
Sasa,Jul,1954,LSTM,375.2,
Sasa,Jul,1954,GRU,375.2,
Sasa,Jul,1954,LSTM-GRU,375.2,
Sasa,Jul,1954,BiLSTM,375.2,
Sasa,Jul,1954,Transformer,375.2,
Sasa,Jul,2011,ARIMA,205.1,
Sasa,Jul,2011,LSTM,205.1,174.95675659179688
Sasa,Jul,2011,GRU,205.1,167.79339599609375
Sasa,Jul,2011,LSTM-GRU,205.1,170.02969360351562
Sasa,Jul,2011,BiLSTM,205.1,175.0381317138672
Sasa,Jul,2011,Transformer,205.1,155.052001953125
Sasa,Jul,2012,ARIMA,223.7,
Sasa,Jul,2012,LSTM,223.7,175.14886474609375
Sasa,Jul,2012,GRU,223.7,176.48545837402344
Sasa,Jul,2012,LSTM-GRU,223.7,171.13446044921875
Sasa,Jul,2012,BiLSTM,223.7,176.1357421875
Sasa,Jul,2012,Transformer,223.7,155.052001953125
Sasa,Jul,2013,ARIMA,129.1,
Sasa,Jul,2013,LSTM,129.1,176.35348510742188
Sasa,Jul,2013,GRU,129.1,177.10641479492188
Sasa,Jul,2013,LSTM-GRU,129.1,172.20965576171875
Sasa,Jul,2013,BiLSTM,129.1,176.4900665283203
Sasa,Jul,2013,Transformer,129.1,155.052001953125
Sasa,Aug,1952,ARIMA,87.1,118.72644349187152
Sasa,Aug,1952,LSTM,87.1,
Sasa,Aug,1952,GRU,87.1,
Sasa,Aug,1952,LSTM-GRU,87.1,
Sasa,Aug,1952,BiLSTM,87.1,
Sasa,Aug,1952,Transformer,87.1,
Sasa,Aug,1953,ARIMA,158.8,86.37101706897614
Sasa,Aug,1953,LSTM,158.8,
Sasa,Aug,1953,GRU,158.8,
Sasa,Aug,1953,LSTM-GRU,158.8,
Sasa,Aug,1953,BiLSTM,158.8,
Sasa,Aug,1953,Transformer,158.8,
Sasa,Aug,1954,ARIMA,231.7,0.0
Sasa,Aug,1954,LSTM,231.7,
Sasa,Aug,1954,GRU,231.7,
Sasa,Aug,1954,LSTM-GRU,231.7,
Sasa,Aug,1954,BiLSTM,231.7,
Sasa,Aug,1954,Transformer,231.7,
Sasa,Aug,2011,ARIMA,261.5,
Sasa,Aug,2011,LSTM,261.5,176.6472930908203
